x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,group
-0.12477705037315663,-0.12046384380631472,-0.1307545727202959,-0.8544832889709204,-0.980747656482755,-0.8337036719750127,-0.9227578315559238,1.0101830197522492,-0.8316893542068542,0.1484364694729297,A
1.4660209156447646,1.7053983891224427,1.1329848312765787,-1.3389298550474327,0.06361696257585063,-2.9018399518099693,-0.37400737233383025,0.2847644048281002,-0.41838743397735784,-0.8385230740571072,A
-0.2939138033378176,-0.3493221681225805,2.376183433162137,0.50802267811927,1.4860920571786622,1.2698762327195363,0.6189696491156723,-0.9472810846889643,-1.3290295404051262,-0.7254651200122353,A
0.08821884253481596,0.6735638775738808,-0.42301360278081973,0.9985248262717386,0.12639771063349747,0.5447921813798199,0.6973625718616857,-0.08348747438353009,-0.5852645821242305,-1.0464720926574695,A
-0.24022559469694335,0.2076842298694208,-0.3000517063975611,-0.07331320117254458,0.6499008788140199,-0.13445069968072165,-0.3652970475842732,2.155246694737974,0.21920208748589812,2.6585299341387936,A
-0.10887918181397205,-1.0376095011758306,-0.2931465520402859,1.5798607055635532,0.6931531908169021,-2.050678438412108,-0.02559438235154865,0.6871584529646805,-0.5670133948089117,-1.6065162019654255,A
0.4198090867599614,-2.561174218533821,0.7577958539328088,0.41113336490396757,-0.8798416377682997,-0.7666253422952778,0.35765990662896113,-1.3159484706182962,0.004566865404181397,1.2620455634009344,A
-1.0408868454139517,0.08027829353562185,0.4762100599175618,0.15074333563784229,1.6094212836178716,-1.515013925196409,0.549287051119216,-0.6221282571654199,-0.3142298404135779,-0.2751746231325737,A
1.1817615062399236,1.0479210594955792,-0.2869145641994016,-1.8173208390479882,1.1972044951766792,-1.698462775112257,-0.2259318515913606,1.9652222917687532,0.3350464499092563,0.1967843200156033,A
-0.543854171866254,0.05655592300049256,1.1886545403493674,-0.3882034691222775,-0.6393814361986475,-0.5824328532506438,0.6799419223625716,-0.2194549213124046,-0.509811131526456,0.3018239083364865,A
1.3879623060366773,0.8414614808525173,1.3642372598499044,0.35057754414440356,0.5734726295515663,0.950316926281836,0.017957241396236553,-0.7658309002925382,-0.5025824856816866,-1.0496982194700863,A
0.3860480530109874,0.6141603803700643,-0.9794413767764963,0.43535569320779316,0.07476346432810953,-0.420402971721033,0.8018864688563702,0.8751538307030461,0.2609016846409834,-1.0181467790218075,A
0.6798723246765221,-0.5411336392195953,0.5211194290193647,-0.170202514387847,0.8683937485629236,-1.39235250291466,0.5057354273714308,-1.6778335585218918,-1.5610651001050888,2.129365693933052,A
