phi_jl,m1,ra,m2,psi,time,chi_tot,chi_p,alpha,distance,theta_jn,chi_eff,dec
2.477123810276688,39.40132477532929,2.6427862937315165,35.391201166419464,1.9022594562027284,1180097252.9993126,0.74613633578647,0.718480948539742,1.6366629526082663,2560.6135200715853,1.8201200742370496,0.03769666129886514,-0.4865271820959099
0.5256415732848678,55.14233404250405,2.6179987964820857,21.49118159947621,0.7333315690554999,1180097252.9960258,0.49302306688369163,0.38507812311098444,1.5422710106068698,3370.9037290746433,0.6814911316354038,-0.17000583832983965,-0.6260165986223237
3.2942333634414225,45.37760922254812,5.339160872515487,26.33195662492942,2.62894932870712,1180097253.0279872,0.5237680939938126,0.29688170812651926,1.5601555577761699,4694.410715212416,0.0912606179347648,-0.2613537360411368,-0.17772311192507906
3.929043636505757,52.055224463128766,5.609659866389427,21.700177884560595,0.00413818506075599,1180097253.0357184,0.4704148366682594,0.11466885551904613,1.5831222456382312,4157.668227278036,2.9099386957876816,-0.11296942735885976,0.3761006596817425
2.814396360596019,62.72794256916237,3.1992952497602714,16.04758146208179,2.0409901690855277,1180097252.9962194,0.41448336929996743,0.3476673284541811,1.5978969904961644,3303.3276200557134,0.5997030656223808,-0.23426257766909372,-0.9638474814821104
5.709156305833236,47.35011736959766,3.741281813503043,28.46788670145677,0.6205067293804708,1180097253.0013828,0.36959971214701043,0.3110910645588517,1.7248132383259758,3703.230247309217,2.39954769489704,-0.1536194449851056,-0.9374733870017984
5.641358216691691,49.973848818378066,2.3044901384637786,25.748625949915606,0.8149096346080783,1180097252.9974036,0.33430768448427733,0.3171500074424269,1.428329791585009,4492.36207511279,2.4896816982874403,-0.21681019271039367,-0.3655076973352599
1.5063914753502516,44.879888910160275,2.8450849427887035,28.674386851216102,2.3249176387950876,1180097252.9947388,0.4222927699289741,0.2596052359529152,1.5648385101720976,4030.528667028744,0.6974871810622877,-0.24011291803322754,-0.814567138110369
5.833642809617577,46.882804359938504,0.6972699769215256,27.80542609137903,1.4226245352571012,1180097253.0334747,0.658707869926976,0.5194738125161913,1.5647350582971755,4283.9053086281465,2.775881943255615,-0.10171015109721059,1.0884903750872028
0.9415753814900637,58.78800882315258,2.605448778265913,17.68946473316378,0.8008020071863833,1180097252.9949334,0.2391430159508062,0.17660975688454825,1.5607004151605626,2915.276128766475,1.9655036380799653,-0.16924643055989938,-0.576043381972222
0.46285381263938075,41.28099893588774,0.22292442316268346,34.70930908418562,0.9507027212550794,1180097253.0360167,0.055551382399415115,0.03735140478405701,1.547300619903514,2383.898307498168,2.266518464571138,-0.03830092953930703,1.0172463072265958
3.988273106256259,47.69496516040024,5.71655307976781,24.09985319927502,3.0791554367498843,1180097253.036283,0.502224205838576,0.27872189633881733,1.5711045308142688,2966.287249497576,0.9570543120538265,-0.29781336456405605,0.5163997179785306
2.8879573475254907,46.965721432968,2.424577065962769,26.77308797381158,2.0333298381518,1180097252.9999135,0.9409193219568212,0.9283044996479634,1.5547054447187547,4014.5088435159555,0.22140519910545992,-0.30121887181827856,-0.3094519721132619
3.6877799579163777,50.871069741295514,2.2611324514577253,28.83062827899942,0.8685497095222703,1180097253.0039515,0.18183511532898627,0.18216530538354114,1.5689522618814522,2924.110420272567,1.8550181750421169,-0.002370791239671581,0.02894151630497764
2.6623658369304954,61.585574423425435,1.6077066443611154,17.95399189659561,2.553861170016675,1180097253.0236077,0.4001477660212773,0.37848692047868054,1.698271440664414,1489.4753320393124,0.8111699575537498,-0.16140481895275696,1.0559937805416932
2.5119168652611394,48.802379920787445,3.4898334403012075,25.59877093336913,0.34347173425024413,1180097253.000479,0.6935897785291435,0.5970830738721177,1.6455417823805412,4480.806357161937,2.605396061085269,-0.14227382940756544,-0.9885224635636354
2.7562846902134623,43.998306464604745,6.098507217536618,22.814776640237366,1.2625199191240843,1180097253.0342455,0.6124836122810784,0.33238729357356134,1.6104512388078978,4021.239578526595,0.8648893090224326,-0.44939974127671783,0.9379594197899166
6.063135400446105,49.77947684596041,2.6677859439776053,24.285302287692545,1.302954044302787,1180097252.9981055,0.8845959186783016,0.9267002775920824,1.5653857478273727,4289.573179272081,2.3804036143602465,-0.3849686283864643,-0.6442550453060518
1.1615607096595528,43.4348748380875,2.6775932029038065,31.944980752761193,0.32223483394690833,1180097252.9968815,0.6810888396829043,0.5257209939351145,1.5133170924844443,4327.897675150594,2.0945402903552988,-0.13054191990332967,-0.7462653183510649
4.382130150868054,40.89633521446207,2.271238712873775,37.977070262663325,0.881859629375743,1180097253.00714,0.20197535508747097,0.2860445902273996,1.6305632530043672,3274.441414378185,0.7270927307091006,0.08024764042784445,0.14403840666512852
3.6962744951146504,43.377782807481395,5.474291059820724,32.66100215798141,2.7090137957186675,1180097253.0320878,0.5166801992330855,0.36199764496729514,1.5148853111408649,3492.1312384669836,1.2721238793542484,-0.09250333154558266,-0.01619988032673088
3.3383978858465584,42.64529592592084,0.2635776032670796,32.59649956389599,2.345702969989732,1180097253.037108,0.28660575589301185,0.2781613987045856,1.4769171570313289,1663.03022207112,1.9776343843543442,-0.026575555470553524,0.9502778208680832
2.5723210450865017,43.06914627117474,5.356994746533127,29.698974585967296,2.185787506443296,1180097253.0313268,0.2643418145726468,0.20657899346195838,1.6428232611763565,2645.532839203009,1.095214576477303,-0.2178076361451404,0.035515029298239076
0.21075049989010158,49.42936969253234,2.060072296032511,25.207038877248436,2.262522498284468,1180097253.0077295,0.31716886274148115,0.16455754065602995,1.540014616415229,3105.909674634761,2.534578473782608,-0.24863855726776435,0.3351838933310257
1.463275837402386,48.948122530487204,0.2679007675598577,25.266484436303028,2.546937787034098,1180097253.032434,0.40265182540574485,0.27805714601860354,1.5827070248199415,4740.352652972198,2.614820722425845,-0.16412338452645953,1.065612586599892
1.9464967187225315,45.05666445691688,6.24318441086903,31.49127410064929,2.878787220952499,1180097253.0355647,0.5704603749188837,0.24978044846610423,1.5903885084810412,4688.9110650352395,1.0870422172325993,-0.12512497743285986,0.9824869185590285
0.41892326782980766,51.86278828091166,2.427280843494793,26.66245393578587,0.6664649639157677,1180097252.9979112,0.3323366917350997,0.34471615106083914,1.5711334729648476,4252.222406622707,2.3666458815161966,-0.09497138931544029,-0.2797595384343933
1.3854716916782273,57.193186860101655,5.647552417982181,18.522716411936088,2.171955944021271,1180097253.0329065,0.4573477561764589,0.20457378188069947,1.5627105526888752,3239.7749498613744,2.466806319299313,-0.2504462348035693,0.3965475016566651
2.811274321582128,54.325215087275986,5.892922497124395,23.73233086204008,2.98389605484343,1180097253.035806,0.37544944543440284,0.2934939489499553,1.5993060357712263,4826.731107719643,2.6365257353187124,-0.14371641486031506,0.7702396633201085
1.4556865848834755,39.445762343980356,3.0430224176732943,34.6054232801171,2.3652415454958406,1180097252.9979353,0.4054418360733583,0.5817880122860067,1.5905930829863422,3674.0520051573844,2.3559029416192105,-0.08821149467198593,-0.9047553974150175
2.2549691398575313,39.65884576957974,4.546075614625617,36.49156232337407,1.6963501953091675,1180097253.0097299,0.543593992794922,0.8770787573519316,1.5476619909871439,3183.579363030716,0.6054116874807163,-0.06447495030718635,-1.0067345025823604
0.12187398680001728,43.934805221636665,2.406665001167144,34.012448316816915,2.075948454857004,1180097252.9992213,0.3260322308237354,0.2392436097820103,1.6042402203980766,2388.5812581610376,1.9887583046250248,-0.02541268774277421,-0.17269824600701292
0.9540075301897124,38.20722186777081,5.431559511406034,37.813965225756036,1.0227362565591736,1180097253.0309877,0.3360689290950282,0.43920601993613956,1.5841739175685121,4282.78887773471,0.5078298167619161,-0.1603962850255184,0.052097531229185576
4.609482069398692,61.224018766242665,0.07707941455805534,18.300714675305855,0.7419151098395063,1180097253.0336473,0.5668407759233407,0.468109265669287,1.6109383708324714,3238.543032735553,0.20420943417396917,-0.2830845357646886,1.0496804610120472
3.57470728501544,43.07695017684602,3.253713458960691,34.827255869004595,2.0873211085359804,1180097252.9991267,0.5214133056562165,0.7627647027403865,1.5885744696778592,4912.747074398983,0.8353458958195916,-0.12073876007385208,-0.9931634554225527
1.5912710910642984,41.681565458017076,5.859516530941474,38.136646784137035,2.5232996714819453,1180097253.0387409,0.6454069529128339,0.7072954698250816,1.6972324475370808,4100.571411308678,0.8032629070152857,-0.0341000555212426,0.9037874107132302
3.9897168467893396,59.680512324920706,3.187688121540873,19.1474367310303,0.31758073984216884,1180097252.996261,0.25431246375851824,0.21726461544461123,1.5605690781751747,3112.766555625775,0.9483869430347802,-0.1025241903313849,-1.0041151703685691
3.449157551577399,51.611090758652146,5.567021742274774,18.47373505890884,2.3314284672129126,1180097253.0330606,0.6789226725349577,0.44065448950874053,1.576757136674281,3318.6390652352325,0.3470903224917073,-0.5153978922824993,0.2896915487022007
4.796193190562314,38.766354419005836,2.11263225324391,37.33839067375293,0.4707188614710782,1180097253.0089545,0.6373331800333875,0.693700763246701,1.5047543033424136,3796.4529177941204,2.741600901577943,-0.031567988546114485,0.17159625025677
2.363248767890476,33.625054336146235,3.8619551956071456,33.43228173844798,1.764150052087472,1180097253.0028145,0.6712766419903192,0.5104584673239884,1.6080558331603199,3414.6306068777685,0.4667744443550462,-0.4107728809758096,-1.0572760475145515
1.8975739565833956,44.99628429800087,2.460103704944613,32.38042059419086,2.2187826451654997,1180097252.9983177,0.5188765617936208,0.7848676851735102,1.60796357303217,2678.149371534085,1.3343803220111288,-0.20639907401626173,-0.2608423695241375
2.6562702256745925,46.470213819031,5.331010063837432,31.987768925427808,0.12437410078498168,1180097253.0296745,0.06402452597827778,0.030188922082466593,1.5943406859990286,4364.392498284192,0.44424845330638735,-0.040939647827834,-0.11948578996219238
5.943094285724311,48.87199114240851,5.522615078704598,28.328174281434833,2.9079700215810185,1180097253.033666,0.4163236690505787,0.2763271659434666,1.5392171880874328,3648.544387044647,2.3712637238103853,-0.04000145473567093,0.12892865568217463
1.6615390734204134,57.45516586504493,2.5380987725248705,21.521453445393547,0.8767568655567732,1180097252.9973886,0.194915914522396,0.17555995218452122,1.6357522965933733,4169.124900874203,0.41933610050671827,-0.11111627059800237,-0.3352229865156369
1.385335048139122,42.449978103484895,3.756036807093601,35.0587209378876,3.109159351238458,1180097253.0029504,0.6561162593454098,0.7915303263497965,1.4924739448374484,4800.294133824168,0.7148009696727075,-0.08289249924942205,-1.1714001696530667
0.002674608665448219,44.90127376100385,0.7479326992133237,31.495685753245358,2.594195106568542,1180097253.0302215,0.7584820409895434,0.5624702739642693,1.5757298598368752,2721.634140903886,2.435256533020082,-0.2216020052049282,1.09917356296244
5.507665674385175,44.241603048601476,5.605639366103082,35.21698343010374,2.385696614060648,1180097253.037209,0.3595689880733235,0.47930683988942663,1.6366657882390048,3745.73456956234,1.0375599297799205,-0.04916124618066237,0.4796610083369893
3.8639446176316934,40.898100247583024,2.2674959948685687,38.144262421293895,0.5729435634240808,1180097253.0055752,0.3335571842219619,0.5174260936608661,1.6698772790629204,4075.058239244402,0.4154336165562824,-0.02864264985634515,0.23807793791263657
3.166075360555687,53.682644753359064,2.857647697068827,24.053392319124676,1.2638750371553795,1180097252.996017,0.39537072775198756,0.28692433041787185,1.5769844833364992,3546.8291928109807,2.6689312309635675,-0.10317811754280967,-0.8060275456773429
4.303459725254115,38.077938153322016,2.918137767280842,37.96947163662294,0.8117527706469841,1180097252.9988205,0.09868615303184466,0.16414724719426735,1.6372960104884773,4093.003585686075,2.242375240982892,0.03790530105856285,-0.7634838536172558
1.99906730394687,44.84150926295687,5.641034019252762,32.69688100865115,2.232603983952695,1180097253.0369658,0.6260857832096082,0.669097001654155,1.576033243286705,3326.4920331042645,1.5874680924451663,-0.10283976402920092,0.4128320808763506
0.4474467170976668,50.81947935518561,2.643855158120455,25.78180884216143,0.09048954008395915,1180097252.9976594,0.12333625135552896,0.08430948940359677,1.6438910585425712,4528.378183909474,0.46874118113853114,-0.0650476377444279,-0.4749156411914972
5.2529413156842075,50.55416832025996,0.3515129350869892,27.256744762374602,1.2887616681103022,1180097253.032515,0.19470193452416898,0.18779415801183247,1.5465820940445507,4514.669473920186,2.5638420514775366,-0.11701921410836096,1.0422627464957244
4.983006511707536,38.965329984033275,5.659237570377128,37.50753965239144,2.9496306405884445,1180097253.0358644,0.40695969717684566,0.3406006227684355,1.619707605918235,4658.926912141811,0.7221366949572351,-0.20453152393101307,0.5280949992921625
4.590316031595679,37.90481424806691,4.1234774698307035,37.32718353542204,1.05970977480491,1180097253.0062497,0.30218018994398,0.4715451081884063,1.615618176124822,3146.2137652987453,0.45965208123733947,-0.01987823783954432,-1.0326677435889546
0.9340524312612308,44.286904275673564,6.102014586760781,29.822717939197393,1.0795772323662953,1180097253.0378547,0.6000031889618053,0.5594414247265421,1.5741319494889325,4679.935317946809,2.1272595074458986,-0.10171442604783253,0.8897648639477869
5.155766376114654,40.199829800048086,6.240704737265921,38.19111806772528,2.154468849867625,1180097253.0365963,0.5696435268752971,0.7480645993512945,1.6054473204337825,4198.569004082432,0.8278557422993899,-0.07566048737068673,1.0003696812782499
3.641226193068972,49.93360621500665,2.3004033148639587,27.803962563070556,2.0293982542749727,1180097253.0001605,0.5252096328177425,0.39171860008007886,1.517380473298596,3103.9242071909475,2.076264481601694,-0.04776431656571144,-0.1597476522872235
0.292073971638593,48.25446674211424,2.92311671130342,29.74117855878087,0.4348791402752857,1180097252.9984393,0.3753373243845854,0.4279039995648286,1.6362710601679864,4505.695479649248,0.23669535656618668,-0.004379558585666056,-0.7685953566241049
